# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   3.162e+07 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    7.50    8.9763946533    8.9764  4.1454  3.6132  0.6447  -5.594  -1.352  -3.251  -4.782  -5.549  -6.193  -7.167  -7.904  -8.029  0.4787  0.0000  45.6    1   -13.040 3.3331100941
    7.50    8.9764375687    8.9764  4.1453  3.6130  0.6439  -5.593  -1.346  -3.247  -4.780  -5.548  -6.192  -7.167  -7.905  -8.031  0.4787  0.0000  45.6    1   -13.040 3.3331100941
    7.50    8.9877700806    8.9878  4.1534  3.6076  0.6146  -5.613  -1.204  -3.178  -4.741  -5.531  -6.197  -7.197  -7.955  -8.086  0.4787  0.0000  48.0    1   -13.039 3.3331196308
    7.50    8.9919176102    8.9919  4.1563  3.6056  0.6039  -5.621  -1.151  -3.153  -4.727  -5.525  -6.199  -7.208  -7.973  -8.107  0.4787  0.0000  48.9    1   -13.039 3.3331232071
    7.50    8.9969129562    8.9969  4.1595  3.6032  0.5914  -5.629  -1.088  -3.123  -4.709  -5.517  -6.200  -7.221  -7.994  -8.131  0.4787  0.0000  50.0    1   -13.039 3.3331274986
    7.50    9.0000000000    9.0000  4.1613  3.6017  0.5839  -5.633  -1.049  -3.104  -4.698  -5.511  -6.201  -7.228  -8.007  -8.145  0.4787  0.0000  50.6    1   -13.038 3.3331298828
    7.50    9.0085868835    9.0086  4.1663  3.5983  0.5657  -5.646  -0.976  -3.056  -4.666  -5.494  -6.201  -7.247  -8.038  -8.179  0.4787  0.0000  52.3    1   -13.038 3.3331372738
    7.50    9.0254535675    9.0255  4.2130  3.5878  0.4777  -5.763  -0.865  -2.967  -4.616  -5.498  -6.273  -7.383  -8.213  -8.365  0.4787  0.0000  60.9    1   -13.037 3.3331513405
    7.50    9.0278968811    9.0279  4.2626  3.5804  0.3985  -5.886  -0.821  -2.944  -4.623  -5.543  -6.365  -7.521  -8.378  -8.537  0.4787  0.0000  69.8    1   -13.037 3.3331532478
    7.50    9.0294313431    9.0294  4.2423  3.5827  0.4283  -5.836  -0.825  -2.941  -4.610  -5.518  -6.325  -7.466  -8.314  -8.471  0.4787  0.0000  66.3    1   -13.037 3.3331546783
    7.50    9.0312795639    9.0313  4.3048  3.5755  0.3370  -5.992  -0.813  -2.953  -4.653  -5.598  -6.450  -7.636  -8.510  -8.674  0.4787  0.0000  77.6    1   -12.636 3.3331561089
    7.50    9.0327196121    9.0327  4.3628  3.5705  0.2592  -6.137  -0.913  -2.939  -4.633  -5.626  -6.545  -7.798  -8.686  -8.853  0.4787  0.0000  88.8    1   -12.064 3.3331573009
    7.50    9.0345211029    9.0345  4.4172  3.5637  0.1775  -6.273  -1.027  -2.852  -4.526  -5.586  -6.606  -7.958  -8.867  -9.037  0.4787  0.0000  102.2   1   -11.464 3.3331589699
    7.50    9.0365724564    9.0366  4.4687  3.5559  0.0949  -6.402  -1.157  -2.735  -4.379  -5.515  -6.651  -8.113  -9.048  -9.221  0.4787  0.0000  117.9   1   -10.857 3.3331606388
    7.50    9.0390148163    9.0390  4.5232  3.5480  0.0090  -6.538  -1.252  -2.592  -4.205  -5.424  -6.684  -8.275  -9.235  -9.411  0.4787  0.0000  136.8   1   -10.225 3.3331625462
    7.50    9.0409259796    9.0409  4.5634  3.5430  -0.0513 -6.639  -1.216  -2.453  -4.050  -5.338  -6.687  -8.390  -9.358  -9.541  0.4787  0.0000  151.8   1   -9.782  3.3331642151
