# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+09 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    9.00    2.3099377155    2.3099  3.7888  3.5238  0.0539  -4.702  1.284   0.420   -1.126  -2.679  -4.366  -6.509  -7.515  -7.722  0.3638  0.5827  76.8    1   -11.153 3.2840039730
    9.00    2.3103785515    2.3103  3.8815  3.5133  -0.0805 -4.934  1.444   0.776   -0.767  -2.474  -4.327  -6.765  -7.785  -8.002  0.4523  0.6122  98.5    1   -10.020 3.2840216160
    9.00    2.3107776642    2.3107  3.9523  3.5044  -0.1868 -5.111  1.600   1.100   -0.441  -2.280  -4.275  -6.963  -7.995  -8.220  0.6469  0.6399  120.3   1   -9.082  3.2840373516
    9.00    2.3109121323    2.3098  3.9721  3.4791  -0.3081 -5.160  2.239   2.185   0.586   -1.648  -3.834  -7.065  -8.099  -8.347  0.7610  0.6484  407.4   0   -7.441  3.2840425968
    9.00    2.3113384247    2.2555  4.0222  3.4412  -0.5202 -5.285  1.378   0.058   -2.230  -3.598  -4.883  -6.726  -7.877  -8.306  1.2159  0.6726  201.0   0   -7.349  3.2840595245
    9.00    2.3113722801    2.2329  4.0260  3.4214  -0.6075 -5.295  1.957   0.476   -2.009  -3.473  -4.837  -6.751  -7.889  -8.336  1.2544  0.6746  211.8   0   -7.185  3.2840609550
    9.00    2.3114380836    2.1610  4.0336  3.4083  -0.6819 -5.314  2.327   0.739   -1.876  -3.403  -4.820  -6.782  -7.907  -8.367  1.3284  0.6787  246.3   0   -7.081  3.2840635777
    9.00    2.3115010262    1.8794  4.0413  3.3867  -0.8365 -5.333  2.947   1.182   -1.645  -3.278  -4.781  -6.820  -7.926  -8.404  1.3900  0.6829  424.0   0   -5.026  3.2840659618
    9.00    2.3115313053    1.4813  4.0462  3.4897  -0.5329 -5.345  -0.192  -1.153  -2.927  -4.055  -5.131  -6.774  -7.863  -8.225  1.4064  0.6857  521.5   0   -5.873  3.2840671539
    9.00    2.3115501404    1.0192  4.0452  3.5581  -0.4205 -5.343  -1.338  -2.464  -3.886  -4.742  -5.578  -6.859  -7.715  -7.942  1.4065  0.6872  797.4   0   -5.387  3.2840678692
    9.00    2.3115601540    0.6980  4.0523  3.7388  0.1306  -5.361  -3.756  -4.471  -5.309  -5.733  -6.082  -6.557  -6.873  -6.933  1.4065  0.6891  386.1   0   -17.500 3.2840683460
