# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+10 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   1.0579880476    0.9021  2.5309  3.5893  1.1655  -1.557  2.983   1.144   -0.415  -1.288  -2.073  -3.168  -4.015  -4.156  0.4787  0.0000  8.7 1   -11.822 3.1557636261
    10.00   1.0580008030    0.9021  2.5937  3.5843  1.0826  -1.714  2.956   1.089   -0.493  -1.391  -2.208  -3.336  -4.199  -4.345  0.4787  0.0000  10.0    1   -11.834 3.1557667255
    10.00   1.0580124855    0.9021  2.6673  3.5775  0.9818  -1.898  2.941   1.042   -0.571  -1.502  -2.364  -3.534  -4.420  -4.573  0.4787  0.0000  12.0    1   -11.850 3.1557695866
    10.00   1.0580190420    0.9021  2.7281  3.5714  0.8967  -2.050  2.913   1.067   -0.560  -1.539  -2.466  -3.705  -4.606  -4.765  0.4787  0.0000  13.9    1   -11.868 3.1557712555
    10.00   1.0580240488    0.9021  2.7834  3.5654  0.8174  -2.189  2.861   1.136   -0.491  -1.530  -2.540  -3.865  -4.781  -4.944  0.4787  0.0000  16.0    1   -11.888 3.1557724476
    10.00   1.0580288172    0.9021  2.8431  3.5569  0.7240  -2.338  2.806   1.274   -0.346  -1.468  -2.597  -4.044  -4.982  -5.151  0.4787  0.0000  18.9    1   -11.656 3.1557736397
    10.00   1.0580329895    0.9021  2.9008  3.5523  0.6477  -2.482  2.704   1.286   -0.328  -1.496  -2.691  -4.205  -5.156  -5.327  0.4787  0.0000  21.6    1   -11.122 3.1557745934
    10.00   1.0580374002    0.9021  2.9572  3.5453  0.5634  -2.623  2.718   1.447   -0.151  -1.406  -2.716  -4.368  -5.333  -5.513  0.4787  0.0000  25.2    1   -10.539 3.1557755470
    10.00   1.0580416918    0.9021  3.0131  3.5382  0.4792  -2.763  2.789   1.651   0.070   -1.283  -2.717  -4.528  -5.507  -5.696  0.4787  0.0000  29.3    1   -9.964  3.1557767391
    10.00   1.0580462217    0.9021  3.0685  3.5324  0.4004  -2.901  2.823   1.794   0.228   -1.205  -2.741  -4.684  -5.674  -5.870  0.4787  0.0000  33.7    1   -9.434  3.1557776928
    10.00   1.0580506325    0.9021  3.1208  3.5250  0.3186  -3.032  2.907   2.020   0.474   -1.061  -2.727  -4.836  -5.840  -6.046  0.4787  0.0000  39.1    1   -8.893  3.1557788849
    10.00   1.0580552816    0.9022  3.1718  3.5171  0.2357  -3.160  3.078   2.340   0.796   -0.856  -2.650  -4.982  -5.997  -6.210  0.4787  0.0000  99.4    0   -10.188 3.1557800770
    10.00   1.0580608845    0.9022  3.2278  3.5115  0.1576  -3.299  3.146   2.513   0.970   -0.764  -2.646  -5.135  -6.158  -6.376  0.4787  0.0000  118.3   0   -9.613  3.1557812691
    10.00   1.0580645800    0.9022  3.2801  3.5034  0.0726  -3.430  3.321   2.841   1.300   -0.554  -2.566  -5.285  -6.319  -6.545  0.4787  0.0000  143.0   0   -8.988  3.1557822227
    10.00   1.0580654144    0.9022  3.2218  3.5125  0.1676  -3.284  3.124   2.471   0.928   -0.791  -2.657  -5.118  -6.139  -6.356  0.4787  0.0000  115.7   0   -9.687  3.1557824612
    10.00   1.0580658913    0.9022  3.2781  3.5039  0.0768  -3.425  3.306   2.816   1.275   -0.571  -2.575  -5.279  -6.312  -6.537  0.4787  0.0000  141.7   0   -9.019  3.1557824612
    10.00   1.0580661297    0.9022  3.3284  3.4953  -0.0079 -3.551  3.445   3.109   1.556   -0.422  -2.515  -5.423  -6.460  -6.694  0.4787  0.0000  171.2   0   -8.396  3.1557826996
    10.00   1.0580667257    0.9022  3.3791  3.4872  -0.0911 -3.678  3.520   3.325   1.748   -0.358  -2.497  -5.566  -6.602  -6.843  0.4787  0.0000  206.2   0   -7.785  3.1557826996
    10.00   1.0580668449    0.9022  3.3796  3.4871  -0.0920 -3.679  3.521   3.328   1.752   -0.356  -2.496  -5.568  -6.603  -6.844  0.4787  0.0000  206.6   0   -7.778  3.1557826996
    10.00   1.0580668449    0.9022  3.3796  3.5075  -0.0103 -3.679  2.917   2.359   0.817   -0.976  -2.922  -5.524  -6.552  -6.774  0.4550  0.5214  172.2   0   -8.378  3.1557826996
    10.00   1.0580787659    0.8996  3.4680  3.4968  -0.1427 -3.900  3.058   2.696   1.147   -0.807  -2.891  -5.769  -6.807  -7.039  0.4550  0.5279  231.3   0   -7.397  3.1557855606
    10.00   1.0580890179    0.8748  3.5525  3.4852  -0.2857 -4.111  3.136   2.975   1.393   -0.744  -2.895  -6.004  -7.039  -7.281  0.4550  0.5361  317.8   0   -6.269  3.1557881832
    10.00   1.0580925941    0.8160  3.5815  3.4792  -0.3692 -4.184  3.215   3.160   1.560   -0.673  -2.858  -6.088  -7.122  -7.370  0.4550  0.5397  381.0   0   -5.463  3.1557891369
    10.00   1.0580953360    0.5420  3.5910  3.4793  -0.5557 -4.208  3.187   3.129   1.530   -0.701  -2.885  -6.112  -7.146  -7.394  0.4550  0.5420  561.7   0   -4.259  3.1557896137
